LIFNR,NAME1,NAME2,ORT01,Land1,REGIO,PSTLZ,TELF1,SMTP_ADDR,KTOKK,ZTERM,INCO1,NACE,NACE_DESC,PERF_SCORE,FIN_STAB,RISC,SupplyRiskScore,ProfitImpactScore,KVADRANT,CREA_DATE,CHANGE_DATE
001488,IMCD Group Europe,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals Distribution,88,84,Low,0.12,0.49,Tactical,2026-03-19,2026-03-19
001489,IMCD Group GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals Distribution,79,76,Medium,0.21,0.86,Leverage,2026-03-19,2026-03-19
001490,IMCD,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals Distribution,75,72,Medium,0.25,0.47,Tactical,2026-03-19,2026-03-19
001491,IMCD Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals Distribution,73,71,Medium,0.27,0.68,Leverage,2026-03-19,2026-03-19
001492,Evonik / Evonik Industries Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals,84,80,Medium,0.16,0.57,Leverage,2026-03-19,2026-03-19
001493,Evonik / Evonik Industries Business, Services,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals,87,82,Low,0.13,0.35,Tactical,2026-03-19,2026-03-19
001494,Evonik Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals,73,71,Medium,0.27,0.34,Tactical,2026-03-19,2026-03-19
001495,Evonik / Evonik Industries Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals,71,66,Medium,0.29,0.53,Leverage,2026-03-19,2026-03-19
001496,Evonik / Evonik Industries India,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals,83,82,Medium,0.17,0.74,Leverage,2026-03-19,2026-03-19
001497,Huntsman International,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals,78,78,Medium,0.22,0.51,Leverage,2026-03-19,2026-03-19
001498,Huntsman Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals,79,74,Medium,0.21,0.53,Leverage,2026-03-19,2026-03-19
001499,Huntsman Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals,71,71,Medium,0.29,0.73,Leverage,2026-03-19,2026-03-19
001500,Huntsman Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals,78,76,Medium,0.22,0.63,Leverage,2026-03-19,2026-03-19
001501,Shin-Etsu Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemicals & Silicones,75,71,Medium,0.25,0.57,Leverage,2026-03-19,2026-03-19
001502,Shin-Etsu Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemicals & Silicones,88,85,Low,0.12,0.32,Tactical,2026-03-19,2026-03-19
001503,Shin-Etsu Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemicals & Silicones,83,81,Medium,0.17,0.71,Leverage,2026-03-19,2026-03-19
001504,Shin-Etsu Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemicals & Silicones,78,75,Medium,0.22,0.7,Leverage,2026-03-19,2026-03-19
001505,MAN Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Logistics & Trading (Chemicals),75,70,Medium,0.25,0.73,Leverage,2026-03-19,2026-03-19
001506,Manuchar S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Logistics & Trading (Chemicals),79,76,Medium,0.21,0.85,Leverage,2026-03-19,2026-03-19
001507,Manuchar EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Logistics & Trading (Chemicals),76,76,Medium,0.24,0.36,Tactical,2026-03-19,2026-03-19
001508,Manuchar Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Logistics & Trading (Chemicals),87,85,Low,0.13,0.82,Leverage,2026-03-19,2026-03-19
001509,Manuchar India,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Logistics & Trading (Chemicals),80,79,Medium,0.2,0.5,Tactical,2026-03-19,2026-03-19
001510,Helm AG Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution & Marketing,72,67,Medium,0.28,0.77,Leverage,2026-03-19,2026-03-19
001511,Helm Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution & Marketing,69,66,High,0.31,0.36,Tactical,2026-03-19,2026-03-19
001512,Helm AG Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution & Marketing,72,67,Medium,0.28,0.74,Leverage,2026-03-19,2026-03-19
001513,Helm AG USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution & Marketing,84,80,Medium,0.16,0.55,Leverage,2026-03-19,2026-03-19
001514,Helm AG USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution & Marketing,72,70,Medium,0.28,0.37,Tactical,2026-03-19,2026-03-19
001515,DKSH Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Market Expansion Services (Specialty Chemicals),87,85,Low,0.13,0.68,Leverage,2026-03-19,2026-03-19
001516,DKSH Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Market Expansion Services (Specialty Chemicals),70,66,Medium,0.3,0.5,Tactical,2026-03-19,2026-03-19
001517,DKSH International,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Market Expansion Services (Specialty Chemicals),80,80,Medium,0.2,0.68,Leverage,2026-03-19,2026-03-19
001518,Nippon Kayaku International,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals & Pharmaceuticals,87,83,Low,0.13,0.33,Tactical,2026-03-19,2026-03-19
001519,Nippon Kayaku Europe,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals & Pharmaceuticals,74,72,Medium,0.26,0.56,Leverage,2026-03-19,2026-03-19
001520,Nippon Kayaku EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals & Pharmaceuticals,83,82,Medium,0.17,0.37,Tactical,2026-03-19,2026-03-19
001521,AZE,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals Distribution,77,73,Medium,0.23,0.81,Leverage,2026-03-19,2026-03-19
001522,Azelis Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals Distribution,87,86,Low,0.13,0.52,Leverage,2026-03-19,2026-03-19
001523,AZE,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals Distribution,82,77,Medium,0.18,0.79,Leverage,2026-03-19,2026-03-19
001524,Azelis Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals Distribution,70,66,Medium,0.3,0.51,Leverage,2026-03-19,2026-03-19
001525,ICC Chemical Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,69,64,High,0.31,0.73,Leverage,2026-03-19,2026-03-19
001526,ICC Chemical Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,72,67,Medium,0.28,0.76,Leverage,2026-03-19,2026-03-19
001527,ICC Chemical Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,73,69,Medium,0.27,0.46,Tactical,2026-03-19,2026-03-19
001528,ICC Chemical Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,79,77,Medium,0.21,0.53,Leverage,2026-03-19,2026-03-19
001529,Cargill Beauty Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Personal Care Ingredients,73,69,Medium,0.27,0.85,Leverage,2026-03-19,2026-03-19
001530,Cargill Beauty Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Personal Care Ingredients,78,73,Medium,0.22,0.5,Tactical,2026-03-19,2026-03-19
001531,Cargill Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Personal Care Ingredients,86,86,Low,0.14,0.87,Leverage,2026-03-19,2026-03-19
001532,Cargill Beauty Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Personal Care Ingredients,87,87,Low,0.13,0.65,Leverage,2026-03-19,2026-03-19
001533,Worlee Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Raw Materials,69,67,High,0.31,0.49,Tactical,2026-03-19,2026-03-19
001534,WOR Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Raw Materials,71,66,Medium,0.29,0.84,Leverage,2026-03-19,2026-03-19
001535,Worlee Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Raw Materials,81,80,Medium,0.19,0.6,Leverage,2026-03-19,2026-03-19
001536,Worlee India,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Raw Materials,82,81,Medium,0.18,0.8,Leverage,2026-03-19,2026-03-19
001537,Rahn Cosmetics India,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals (Cosmetics),69,67,High,0.31,0.7,Leverage,2026-03-19,2026-03-19
001538,Rahn Cosmetics Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals (Cosmetics),87,87,Low,0.13,0.86,Leverage,2026-03-19,2026-03-19
001539,Rahn Cosmetics Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals (Cosmetics),75,75,Medium,0.25,0.52,Leverage,2026-03-19,2026-03-19
001540,Rahn Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals (Cosmetics),77,77,Medium,0.23,0.79,Leverage,2026-03-19,2026-03-19
001541,Zydus Lifesciences India,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,97,93,Low,0.03,0.42,Tactical,2026-03-19,2026-03-19
001542,Zydus Lifesciences USA,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,94,89,Low,0.06,0.52,Leverage,2026-03-19,2026-03-19
001543,Zydus Lifesciences Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,87,85,Low,0.13,0.65,Leverage,2026-03-19,2026-03-19
001544,Zydus Lifesciences Business Service,s,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,93,91,Low,0.07,0.68,Leverage,2026-03-19,2026-03-19
001545,Zydus Lifesciences S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,87,85,Low,0.13,0.65,Leverage,2026-03-19,2026-03-19
001546,Hikma Pharmaceuticals S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,97,94,Low,0.03,0.4,Tactical,2026-03-19,2026-03-19
001547,Hikma Pharmaceuticals GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,95,91,Low,0.05,0.84,Leverage,2026-03-19,2026-03-19
001548,Hikma Pharmaceuticals USA,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,96,95,Low,0.04,0.88,Leverage,2026-03-19,2026-03-19
001549,Hikma Pharmaceuticals International,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,94,91,Low,0.06,0.62,Leverage,2026-03-19,2026-03-19
001550,Hikma Pharmaceuticals S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,87,84,Low,0.13,0.43,Tactical,2026-03-19,2026-03-19
001551,Supriya Lifesciences Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Pharmaceuticals (APIs),69,67,High,0.31,0.76,Leverage,2026-03-19,2026-03-19
001552,Supriya Lifesciences S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Pharmaceuticals (APIs),75,75,Medium,0.25,0.31,Tactical,2026-03-19,2026-03-19
001553,Supriya,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Pharmaceuticals (APIs),83,80,Medium,0.17,0.57,Leverage,2026-03-19,2026-03-19
001554,Ipca Laboratories Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,92,90,Low,0.08,0.72,Leverage,2026-03-19,2026-03-19
001555,Ipca Laboratories S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,88,87,Low,0.12,0.65,Leverage,2026-03-19,2026-03-19
001556,Ipca Laboratories Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,91,91,Low,0.09,0.51,Leverage,2026-03-19,2026-03-19
001557,Ipca Laboratories Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,88,84,Low,0.12,0.58,Leverage,2026-03-19,2026-03-19
001558,Glenmark Pharmaceuticals Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,86,85,Low,0.14,0.46,Tactical,2026-03-19,2026-03-19
001559,Glenmark Pharmaceuticals Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,95,90,Low,0.05,0.44,Tactical,2026-03-19,2026-03-19
001560,Glenmark Pharmaceuticals Global,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,94,92,Low,0.06,0.49,Tactical,2026-03-19,2026-03-19
001561,Glenmark Pharmaceuticals GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,95,91,Low,0.05,0.66,Leverage,2026-03-19,2026-03-19
001562,Refarmed Chemicals Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Pharmaceutical Intermediates,85,82,Low,0.15,0.68,Leverage,2026-03-19,2026-03-19
001563,Refarmed Chemicals International,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Pharmaceutical Intermediates,79,76,Medium,0.21,0.84,Leverage,2026-03-19,2026-03-19
001564,Refarmed Chemicals Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Pharmaceutical Intermediates,80,77,Medium,0.2,0.61,Leverage,2026-03-19,2026-03-19
001565,Biosynth Ltd Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Life Sciences (Biochemicals),67,62,High,0.33,0.63,Leverage,2026-03-19,2026-03-19
001566,Biosynth Ltd Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Life Sciences (Biochemicals),89,89,Low,0.11,0.34,Tactical,2026-03-19,2026-03-19
001567,Biosynth Ltd EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Life Sciences (Biochemicals),73,72,Medium,0.27,0.5,Tactical,2026-03-19,2026-03-19
001568,Chemo Iberica SA Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,90,90,Low,0.1,0.57,Leverage,2026-03-19,2026-03-19
001569,Chemo,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,95,90,Low,0.05,0.37,Tactical,2026-03-19,2026-03-19
001570,Chemo Iberica SA Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,94,91,Low,0.06,0.73,Leverage,2026-03-19,2026-03-19
001571,Chemo Iberica SA International,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,97,93,Low,0.03,0.7,Leverage,2026-03-19,2026-03-19
001572,Chemo Iberica SA India,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,88,87,Low,0.12,0.79,Leverage,2026-03-19,2026-03-19
001573,Deretil SA Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Pharmaceutical Raw Materials,76,75,Medium,0.24,0.65,Leverage,2026-03-19,2026-03-19
001574,Deretil SA S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Pharmaceutical Raw Materials,71,70,Medium,0.29,0.53,Leverage,2026-03-19,2026-03-19
001575,Deretil SA EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Pharmaceutical Raw Materials,80,76,Medium,0.2,0.58,Leverage,2026-03-19,2026-03-19
001576,Deretil SA USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Pharmaceutical Raw Materials,87,82,Low,0.13,0.7,Leverage,2026-03-19,2026-03-19
001577,Deretil Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Pharmaceutical Raw Materials,88,85,Low,0.12,0.44,Tactical,2026-03-19,2026-03-19
001578,Friedrichshafen (ZF) Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Parts & Systems,69,69,High,0.31,0.5,Tactical,2026-03-19,2026-03-19
001579,Friedrichshafen Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Parts & Systems,89,86,Low,0.11,0.41,Tactical,2026-03-19,2026-03-19
001580,Friedrichshafen (ZF) India,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Parts & Systems,70,70,Medium,0.3,0.62,Leverage,2026-03-19,2026-03-19
001581,Friedrichshafen Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Parts & Systems,78,75,Medium,0.22,0.37,Tactical,2026-03-19,2026-03-19
001582,Hyundai Mobis Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,77,75,Medium,0.23,0.84,Leverage,2026-03-19,2026-03-19
001583,Hyundai Mobis International,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,82,80,Medium,0.18,0.88,Leverage,2026-03-19,2026-03-19
001584,Hyundai,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,73,68,Medium,0.27,0.89,Leverage,2026-03-19,2026-03-19
001585,Bosch / Bosch Rexroth Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Engineering & Automotive Technology,75,72,Medium,0.25,0.64,Leverage,2026-03-19,2026-03-19
001586,Bosch / Bosch Rexroth Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Engineering & Automotive Technology,83,83,Medium,0.17,0.54,Leverage,2026-03-19,2026-03-19
001587,Bosch / Bosch Rexroth Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Engineering & Automotive Technology,73,70,Medium,0.27,0.49,Tactical,2026-03-19,2026-03-19
001588,Bosch / Bosch Rexroth USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Engineering & Automotive Technology,73,68,Medium,0.27,0.33,Tactical,2026-03-19,2026-03-19
001589,Bosch / Bosch Rexroth S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Engineering & Automotive Technology,71,67,Medium,0.29,0.79,Leverage,2026-03-19,2026-03-19
001590,Denso Corporation / Denso Corp Solu,tions,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,81,78,Medium,0.19,0.84,Leverage,2026-03-19,2026-03-19
001591,Denso Corporation / Denso Corp Glob,al,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,78,78,Medium,0.22,0.35,Tactical,2026-03-19,2026-03-19
001592,Denso Corporation / Denso Corp EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,77,74,Medium,0.23,0.5,Tactical,2026-03-19,2026-03-19
001593,Denso Corporation / Denso Corp Inte,rnational,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,75,71,Medium,0.25,0.64,Leverage,2026-03-19,2026-03-19
001594,Magna International Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,77,77,Medium,0.23,0.65,Leverage,2026-03-19,2026-03-19
001595,Magna International S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,74,74,Medium,0.26,0.78,Leverage,2026-03-19,2026-03-19
001596,Magna International Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,72,70,Medium,0.28,0.72,Leverage,2026-03-19,2026-03-19
001597,Magna International USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,73,68,Medium,0.27,0.38,Tactical,2026-03-19,2026-03-19
001598,Continental AG Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Parts & Tires,80,79,Medium,0.2,0.79,Leverage,2026-03-19,2026-03-19
001599,Continental AG Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Parts & Tires,88,84,Low,0.12,0.42,Tactical,2026-03-19,2026-03-19
001600,Continental AG Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Parts & Tires,88,88,Low,0.12,0.38,Tactical,2026-03-19,2026-03-19
001601,Continental AG Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Parts & Tires,89,86,Low,0.11,0.4,Tactical,2026-03-19,2026-03-19
001602,Aisin Seiki Co. Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,86,83,Low,0.14,0.62,Leverage,2026-03-19,2026-03-19
001603,Aisin Seiki Co. EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,69,69,High,0.31,0.8,Leverage,2026-03-19,2026-03-19
001604,Aisin Seiki Co. Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,86,81,Low,0.14,0.41,Tactical,2026-03-19,2026-03-19
001605,Valeo SA USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,70,66,Medium,0.3,0.33,Tactical,2026-03-19,2026-03-19
001606,Valeo SA GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,74,70,Medium,0.26,0.33,Tactical,2026-03-19,2026-03-19
001607,Valeo,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,79,78,Medium,0.21,0.81,Leverage,2026-03-19,2026-03-19
001608,Valeo SA Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,80,76,Medium,0.2,0.33,Tactical,2026-03-19,2026-03-19
001609,Valeo SA S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,87,85,Low,0.13,0.77,Leverage,2026-03-19,2026-03-19
001610,Faurecia International,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,78,74,Medium,0.22,0.66,Leverage,2026-03-19,2026-03-19
001611,Faurecia Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,84,83,Medium,0.16,0.89,Leverage,2026-03-19,2026-03-19
001612,FAU Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,68,68,High,0.32,0.89,Leverage,2026-03-19,2026-03-19
001613,Faurecia USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,76,74,Medium,0.24,0.87,Leverage,2026-03-19,2026-03-19
001614,FAU Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,69,65,High,0.31,0.56,Leverage,2026-03-19,2026-03-19
001615,CAT Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Battery Manufacturing (EVs),77,75,Medium,0.23,0.42,Tactical,2026-03-19,2026-03-19
001616,CATL Europe,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Battery Manufacturing (EVs),86,83,Low,0.14,0.51,Leverage,2026-03-19,2026-03-19
001617,CATL India,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Battery Manufacturing (EVs),83,80,Medium,0.17,0.82,Leverage,2026-03-19,2026-03-19
001618,Magneti,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,78,76,Medium,0.22,0.72,Leverage,2026-03-19,2026-03-19
001619,Magneti Marelli Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,77,73,Medium,0.23,0.71,Leverage,2026-03-19,2026-03-19
001620,Magneti Marelli S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive Components,75,74,Medium,0.25,0.46,Tactical,2026-03-19,2026-03-19
001621,Thyssenkrupp International,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial Engineering & Steel,74,72,Medium,0.26,0.49,Tactical,2026-03-19,2026-03-19
001622,Thyssenkrupp Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial Engineering & Steel,87,83,Low,0.13,0.49,Tactical,2026-03-19,2026-03-19
001623,Thyssenkrupp Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial Engineering & Steel,77,72,Medium,0.23,0.89,Leverage,2026-03-19,2026-03-19
001624,THY Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial Engineering & Steel,88,87,Low,0.12,0.64,Leverage,2026-03-19,2026-03-19
001625,Thyssenkrupp Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial Engineering & Steel,83,82,Medium,0.17,0.55,Leverage,2026-03-19,2026-03-19
001626,Bharat Forge Limited USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive & Industrial Components,84,84,Medium,0.16,0.44,Tactical,2026-03-19,2026-03-19
001627,Bharat Forge Limited Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive & Industrial Components,85,84,Low,0.15,0.77,Leverage,2026-03-19,2026-03-19
001628,Bharat Forge Limited Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Automotive & Industrial Components,82,81,Medium,0.18,0.64,Leverage,2026-03-19,2026-03-19
001629,KPMG Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Professional Services (Accounting/Audit),71,66,Medium,0.29,0.6,Leverage,2026-03-19,2026-03-19
001630,KPMG Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Professional Services (Accounting/Audit),76,76,Medium,0.24,0.33,Tactical,2026-03-19,2026-03-19
001631,KPMG Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Professional Services (Accounting/Audit),78,73,Medium,0.22,0.55,Leverage,2026-03-19,2026-03-19
001632,KPMG EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Professional Services (Accounting/Audit),69,65,High,0.31,0.48,Tactical,2026-03-19,2026-03-19
001633,KPMG EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Professional Services (Accounting/Audit),79,76,Medium,0.21,0.33,Tactical,2026-03-19,2026-03-19
001634,Price Water Coopers (PwC) Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Professional Services (Accounting/Audit),87,85,Low,0.13,0.59,Leverage,2026-03-19,2026-03-19
001635,Price Water Coopers (PwC) Internati,onal,Default,US,US,00000,,,Z001,NET30,FOB,9999,Professional Services (Accounting/Audit),83,79,Medium,0.17,0.41,Tactical,2026-03-19,2026-03-19
001636,Price Water Coopers (PwC) India,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Professional Services (Accounting/Audit),72,68,Medium,0.28,0.77,Leverage,2026-03-19,2026-03-19
001637,Price Water Coopers (PwC) GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Professional Services (Accounting/Audit),73,70,Medium,0.27,0.45,Tactical,2026-03-19,2026-03-19
001638,IBM Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Technology & Consulting,72,69,Medium,0.28,0.61,Leverage,2026-03-19,2026-03-19
001639,IBM EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Technology & Consulting,88,87,Low,0.12,0.54,Leverage,2026-03-19,2026-03-19
001640,IBM Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Technology & Consulting,85,84,Low,0.15,0.75,Leverage,2026-03-19,2026-03-19
001641,IBM Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Technology & Consulting,73,72,Medium,0.27,0.69,Leverage,2026-03-19,2026-03-19
001642,Croda,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Specialty Chemicals,84,80,Medium,0.16,0.43,Tactical,2026-03-19,2026-03-19
